SurveyInstanceID,Survey,Title2,Title3,LocStoreID,SurveyDate,AuditorLogin,Client,Auditor,DataAvailableToClientTime,DataDeliveredToClientTime,Auditor,AuditorSubmitDelay,AuditorSubmitIdle,ValidationStartIdle,Validation,Validation,ExportDelay,First Assigned,Last Assigned,FirstValidator,FirstOkExportValidator,Validator Pay Rate,StartDate,Date,IsOverDue,isSurveyDateInBlackout,Last Export
29969,Косультация в магазине Q4,,,1096,2022-11-09,etishina,Tikkurila Розница,00:51:00,12:01:52,12:01:56,00:48:00,19:05:00,-02:06:59,02:06:57,00:13:00,00:15:00,00:04:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-09 16:10:00.000,,0,2022-11-21 18:06:00
29970,Косультация в магазине Q4,,,1097,2022-11-09,Mariiya,Tikkurila Розница,01:27:00,12:03:14,12:03:18,00:56:00,09:53:00,-11:09:31,01:16:58,00:08:00,00:11:00,00:04:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-09 14:48:00.000,,0,2022-11-21 18:06:00
29971,Косультация в магазине Q4,,,1098,2022-11-08,ooksana,Tikkurila Розница,02:17:00,13:01:32,13:01:36,01:55:00,02:33:00,-02:20:31,02:20:30,00:31:00,00:37:00,00:04:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-08 16:30:00.000,,0,2022-11-21 18:06:00
29972,Косультация в магазине Q4,,,1099,2022-11-07,ghurchak,Tikkurila Розница,00:31:00,,,00:27:00,07:25:00,-02:01:19,02:01:17,00:11:00,00:13:00,,ekonstan,ekonstan,orepina,,0,2022-11-01 00:00:00.000,2022-11-07 12:15:00.000,,0,
29973,Косультация в магазине Q4,,,1100,2022-11-23,ekonstan,Tikkurila Розница,00:30:00,03:02:31,03:02:33,00:28:00,-02:41:00,-06:14:00,06:14:00,00:20:00,00:20:00,00:02:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-23 16:31:00.000,,0,2022-11-26 19:04:00
29974,Косультация в магазине Q4,,,1101,2022-11-22,Varenysheva_E,Tikkurila Розница,00:22:00,04:04:26,04:04:28,00:20:00,01:04:38,-00:28:00,00:28:00,00:07:00,00:08:00,00:02:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-22 14:36:00.000,,0,2022-11-26 19:04:00
29975,Косультация в магазине Q4,,,1035,2022-11-14,ekuznets,Tikkurila Розница,01:22:00,07:03:55,07:03:59,00:43:00,02:08:20,-01:11:17,01:11:16,00:16:00,00:53:00,00:04:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-14 14:07:00.000,,0,2022-11-21 18:06:00
29976,Косультация в магазине Q4,,,1036,2022-11-17,suslichek06,Tikkurila Розница,00:21:00,09:05:20,09:05:22,00:19:00,06:00:06,-04:43:00,04:42:00,00:07:00,00:07:00,00:02:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-17 13:42:00.000,,0,2022-11-26 19:04:00
29977,Косультация в магазине Q4,,,1037,2022-11-08,ekuznets,Tikkurila Розница,00:48:00,13:06:02,13:06:06,00:47:00,02:11:00,-10:11:08,01:18:20,00:14:00,00:14:00,00:04:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-08 12:00:00.000,,0,2022-11-21 18:06:00
29978,Косультация в магазине Q4,,,1038,2022-11-16,achepele,Tikkurila Розница,00:36:00,05:05:24,05:05:28,00:21:00,01:09:10,-02:17:44,02:17:44,00:09:00,00:10:00,00:04:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-16 12:38:00.000,,0,2022-11-21 18:06:00
29979,Косультация в магазине Q4,,,1040,2022-11-16,ekuznets,Tikkurila Розница,00:38:00,05:06:50,05:06:54,00:37:00,03:02:48,-01:00:26,01:00:26,00:17:00,00:17:00,00:04:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-16 11:12:00.000,,0,2022-11-21 18:06:00
29980,Косультация в магазине Q4,,,1041,2022-11-18,gglagole,Tikkurila Розница,01:41:00,08:01:32,08:01:34,00:59:00,02:01:09,-01:18:55,01:18:55,00:18:00,00:30:00,00:02:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-18 17:30:00.000,,0,2022-11-26 19:04:00
29981,Косультация в магазине Q4,,,1042,2022-11-14,ayahina,Tikkurila Розница,00:30:00,07:01:37,07:01:41,00:30:00,06:06:00,-03:11:19,03:11:19,00:05:00,00:05:00,00:04:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-14 16:25:00.000,,0,2022-11-21 18:06:00
29982,Косультация в магазине Q4,,,1043,2022-11-21,ekuznets,Tikkurila Розница,00:29:00,05:06:27,05:06:29,00:24:00,01:10:30,-11:16:00,11:16:00,00:14:00,00:18:00,00:02:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-21 12:35:00.000,,0,2022-11-26 19:04:00
29983,Косультация в магазине Q4,,,1044,2022-11-10,nzaharov,Tikkurila Розница,00:13:00,11:05:59,11:06:03,00:12:00,01:10:01,-20:21:00,20:20:00,00:11:00,00:11:00,00:04:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-10 12:03:00.000,,0,2022-11-21 18:06:00
29984,Косультация в магазине Q4,,,1045,2022-11-07,ncheremu,Tikkurila Розница,01:32:00,,,00:43:00,19:01:00,-02:06:56,02:06:49,00:36:00,01:24:00,,ekonstan,ekonstan,orepina,,0,2022-11-01 00:00:00.000,2022-11-07 15:55:00.000,,0,
29985,Косультация в магазине Q4,,,1046,2022-11-23,ekuznets,Tikkurila Розница,00:25:00,03:07:44,03:07:46,00:20:00,01:12:15,-18:13:00,18:12:00,00:11:00,00:16:00,00:02:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-23 11:18:00.000,,0,2022-11-26 19:04:00
29986,Косультация в магазине Q4,,,1048,2022-11-15,ayahina,Tikkurila Розница,00:30:00,06:01:47,06:01:51,00:28:00,07:58:00,-03:14:34,03:14:34,00:12:00,00:15:00,00:04:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-15 16:15:00.000,,0,2022-11-21 18:06:00
29987,Косультация в магазине Q4,,,1049,2022-11-25,ekuznets,Tikkurila Розница,00:46:00,02:16:04,02:16:05,00:40:00,02:01:50,-14:14:00,13:39:00,00:12:00,00:16:00,00:01:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-25 16:45:00.000,,0,2022-11-28 08:50:00
29988,Косультация в магазине Q4,,,1050,2022-11-22,gglagole,Tikkurila Розница,02:31:00,04:04:27,04:04:29,01:11:00,02:23:31,-03:24:00,03:24:00,00:54:00,02:11:00,00:02:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-22 14:35:00.000,,0,2022-11-26 19:04:00
29989,Косультация в магазине Q4,,,1052,2022-11-18,ekuznets,Tikkurila Розница,00:31:00,08:02:17,08:02:19,00:24:00,01:07:54,-02:12:24,02:12:22,00:15:00,00:21:00,00:02:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-18 16:45:00.000,,0,2022-11-26 19:04:00
29990,Косультация в магазине Q4,,,1053,2022-11-11,ekuznets,Tikkurila Розница,00:52:00,10:01:52,10:01:56,00:26:00,01:10:02,-03:16:31,03:16:31,00:17:00,00:41:00,00:04:00,ekonstan,ekonstan,orepina,obaturo,0,2022-11-01 00:00:00.000,2022-11-11 16:10:00.000,,0,2022-11-21 18:06:00
29994,Mcafe,,,107,2022-11-19,ekuznets93,Mgrillcafe,01:00:00,03:19:34,03:19:36,00:54:00,01:21:41,-01:21:53,01:04:58,00:53:00,00:57:00,00:02:00,jkozhevn,jkozhevn,ozhugan,adolgova,40,,2022-11-19 14:15:00.000,,0,2022-11-23 09:51:00
29995,Mcafe,,,107,2022-11-12,apopova,Mgrillcafe,10:52:00,05:07:18,05:07:19,03:24:00,02:10:43,-02:20:35,01:13:30,01:29:00,01:57:00,00:01:00,jkozhevn,jkozhevn,ozhugan,adolgova,40,,2022-11-12 10:57:00.000,,0,2022-11-17 18:16:00
29996,Mcafe,,,109,2022-11-19,mlukayan,Mgrillcafe,00:57:00,03:14:36,03:14:37,00:51:00,01:22:49,-08:23:01,01:00:16,00:51:00,00:57:00,00:01:00,adolgova,jkozhevn,ozhugan,adolgova,40,,2022-11-19 19:16:00.000,,0,2022-11-23 09:53:00
29998,Mcafe,,,100,2022-11-03,kozevnikova8686,Mgrillcafe,01:00:00,08:06:16,08:06:19,00:45:00,08:00:19,-05:57:00,02:43:00,00:45:00,01:00:00,00:03:00,jkozhevn,jkozhevn,ozhugan,adolgova,40,,2022-11-03 09:45:00.000,,0,2022-11-11 16:04:00
29999,Mcafe,,,100,2022-11-20,blac_cat_,Mgrillcafe,00:39:00,02:21:36,02:21:37,00:35:00,01:21:39,-07:03:16,09:03:00,00:34:00,00:38:00,00:01:00,jkozhevn,jkozhevn,ozhugan,adolgova,40,,2022-11-20 12:16:00.000,,0,2022-11-23 09:53:00
30000,Mcafe,,,101,2022-11-03,kozevnikova8686,Mgrillcafe,00:53:00,08:05:57,08:05:59,00:49:00,07:23:50,-06:07:00,05:59:00,00:49:00,00:53:00,00:02:00,jkozhevn,jkozhevn,ozhugan,adolgova,40,,2022-11-03 10:15:00.000,,0,2022-11-11 16:14:00
30002,Mcafe (Сальск),,,110,2022-11-25,mlukayan,Mgrillcafe,00:59:00,02:20:19,02:20:20,00:56:00,03:38:00,-03:18:51,02:11:54,00:56:00,00:59:00,00:01:00,jkozhevn,jkozhevn,ozhugan,adolgova,50,,2022-11-25 14:46:00.000,,0,2022-11-28 11:06:00
30003,Mcafe (Сальск),,,110,2022-11-21,mlukayan,Mgrillcafe,00:38:00,02:16:12,02:16:14,00:33:00,14:31:00,-08:05:14,09:39:00,00:33:00,00:38:00,00:02:00,jkozhevn,jkozhevn,ozhugan,adolgova,50,,2022-11-21 19:31:00.000,,0,2022-11-24 11:45:00
30004,Mgrillcafe,,,102,2022-11-30,asnegov,Mgrillcafe,02:00:00,03:47:00,03:49:00,01:59:00,00:31:00,-03:16:00,03:16:00,01:59:00,02:00:00,00:02:00,jkozhevn,jkozhevn,ozhugan,ozhugan,35,,2022-11-30 17:18:00.000,,0,2022-11-30 21:07:00
30006,Mgrillcafe,,,103,2022-11-20,blac_cat_,Mgrillcafe,01:24:00,02:23:16,02:23:17,01:16:00,01:23:21,-23:55:00,11:12:00,01:14:00,01:21:00,00:01:00,jkozhevn,jkozhevn,ozhugan,adolgova,35,,2022-11-20 10:36:00.000,,0,2022-11-23 09:53:00
30008,Mgrillcafe,,,104,2022-11-19,sgubarev,Mgrillcafe,01:39:00,03:00:36,03:00:38,01:30:00,08:45:00,-02:15:51,05:00:00,00:44:00,00:47:00,00:02:00,jkozhevn,jkozhevn,ozhugan,adolgova,35,,2022-11-19 15:43:00.000,,0,2022-11-22 16:21:00
30010,Mgrillcafe,,,105,2022-11-05,adobrani,Mgrillcafe,01:17:00,05:16:49,05:16:49,01:01:00,03:20:26,-09:04:46,06:13:00,00:47:00,00:58:00,00:00:00,adolgova,adolgova,ozhugan,adolgova,35,,2022-11-05 17:30:00.000,,0,2022-11-11 10:19:00
30011,Mgrillcafe,,,105,2022-11-20,blac_cat_,Mgrillcafe,01:03:00,02:19:48,02:19:49,00:55:00,01:19:54,-07:03:21,20:17:00,00:54:00,01:02:00,00:01:00,jkozhevn,jkozhevn,ozhugan,adolgova,35,,2022-11-20 14:04:00.000,,0,2022-11-23 09:53:00
30012,Mgrillcafe,,,106,2022-11-05,adobrani,Mgrillcafe,01:31:00,05:16:20,05:16:20,01:20:00,03:19:38,-01:20:42,01:06:20,00:58:00,01:05:00,00:00:00,adolgova,adolgova,ozhugan,adolgova,35,,2022-11-05 17:59:00.000,,0,2022-11-11 10:19:00
30014,Mcafe,,,108,2022-11-19,mlukayan,Mgrillcafe,00:59:00,03:14:37,03:14:38,00:41:00,01:17:58,-07:05:11,01:17:44,00:41:00,00:59:00,00:01:00,adolgova,jkozhevn,ozhugan,adolgova,40,,2022-11-19 19:15:00.000,,0,2022-11-23 09:53:00
30017,Парк Патриот,,,112,2022-11-16,jaxenova,Mgrillcafe,01:29:00,06:01:19,06:01:21,01:20:00,18:11:00,-19:09:35,02:21:17,00:59:00,01:06:00,00:02:00,jkozhevn,jkozhevn,ozhugan,adolgova,45,,2022-11-16 15:00:00.000,,0,2022-11-22 16:21:00
30018,Персональные данные,,,PROFILE,2022-11-02,sergei.jambo,_EXTENDED PROFILE,00:03:00,30:19:59,-04:40:00,00:00:00,,,,00:00:00,00:03:00,-31:00:39,,,orepina,orepina,0,,2022-11-02 19:42:00.000,,0,2022-11-02 15:02:00
30019,Персональные данные,,,PROFILE,2022-11-02,diadema7,_EXTENDED PROFILE,00:00:00,34:16:08,-07:38:00,00:00:00,,,,00:00:00,00:00:00,-34:23:46,,,orepina,orepina,0,,2022-11-02 22:40:00.000,,0,2022-11-02 15:02:00
30020,Промсвязьбанк ИЦ,,,109,2022-11-23,nsotniko,Промсвязьбанк ИЦ,00:27:00,18:39:00,18:40:00,00:23:00,02:28:00,-16:11:00,16:11:00,00:08:00,00:08:00,00:01:00,anna.objedkova,anna.objedkova,omirilov,omirilov,0,2022-11-07 00:00:00.000,2022-11-23 15:00:00.000,,0,2022-11-24 10:03:00
30022,Промсвязьбанк ИЦ,,,108,2022-11-18,egerment,Промсвязьбанк ИЦ,00:27:00,06:00:49,06:00:50,00:26:00,05:01:16,-23:45:00,23:33:00,00:21:00,00:22:00,00:01:00,kzaryano,kzaryano,omirilov,omirilov,0,2022-11-11 01:00:00.000,2022-11-18 09:30:00.000,,0,2022-11-24 10:31:00
30024,Промсвязьбанк ИЦ,,,152,2022-11-22,etishina,Промсвязьбанк ИЦ,00:50:00,01:16:53,01:16:54,00:50:00,21:31:00,-19:27:00,19:22:00,00:17:00,00:17:00,00:01:00,kzaryano,kzaryano,omirilov,omirilov,0,2022-11-16 01:00:00.000,2022-11-22 15:09:00.000,,0,2022-11-24 08:19:00
30026,Промсвязьбанк ИЦ,,,155,2022-11-23,ooksana,Промсвязьбанк ИЦ,01:40:00,,,01:00:00,03:23:00,-12:04:00,12:04:00,00:07:00,00:19:00,,kzaryano,kzaryano,omirilov,,0,2022-11-16 01:00:00.000,2022-11-23 17:07:00.000,,0,
30031,Промсвязьбанк ИЦ,,,125,2022-11-14,roz4rozaroz,Промсвязьбанк ИЦ,00:38:00,03:16:10,03:16:10,00:31:00,09:24:00,-24:11:23,01:22:11,00:16:00,00:20:00,00:00:00,ekuznets1,ekuznets1,kkolesni,ebelokur,0,2022-11-07 00:00:00.000,2022-11-14 15:01:00.000,,0,2022-11-18 07:20:00
30032,Промсвязьбанк ИЦ,,,131,2022-11-21,I_taskaeva,Промсвязьбанк ИЦ,01:22:00,01:21:56,01:21:56,01:18:00,03:01:00,-17:18:23,01:13:15,00:20:00,00:23:00,00:00:00,ekuznets1,ekuznets1,omirilov,ebelokur,0,2022-11-07 00:00:00.000,2022-11-21 14:22:00.000,,0,2022-11-23 12:29:00
30034,Промсвязьбанк ИЦ,,,160,2022-11-28,tigra85,Промсвязьбанк ИЦ,01:31:00,10:05:04,10:05:04,00:50:00,09:01:28,-01:03:38,01:03:36,00:24:00,01:03:00,00:00:00,kzaryano,kzaryano,omirilov,omirilov,0,2022-11-25 01:00:00.000,2022-11-28 16:08:00.000,,0,2022-12-08 21:32:00
30037,Промсвязьбанк ИЦ,,,153,2022-11-14,eleno4ka.90,Промсвязьбанк ИЦ,00:39:00,21:12:22,21:12:25,00:30:00,19:22:59,-01:13:23,01:13:12,00:28:00,00:30:00,00:03:00,ekuznets1,ekuznets1,omirilov,omirilov,0,2022-11-07 00:00:00.000,2022-11-14 11:17:00.000,,0,2022-12-06 00:02:00
30041,Промсвязьбанк ИЦ,,,126,2022-11-16,dportnya,Промсвязьбанк ИЦ,00:48:00,04:20:40,04:20:40,00:45:00,01:08:29,-03:12:11,02:13:22,00:33:00,00:35:00,00:00:00,ekuznets1,ekuznets1,omirilov,ebelokur,0,2022-11-07 00:00:00.000,2022-11-16 14:44:00.000,,0,2022-11-21 11:46:00
30043,Промсвязьбанк ИЦ,,,128,2022-11-23,oanyuhin,Промсвязьбанк ИЦ,00:25:00,01:07:45,01:07:46,00:23:00,21:20:00,-10:25:00,10:25:00,00:15:00,00:16:00,00:01:00,kzaryano,kzaryano,omirilov,omirilov,0,2022-11-16 01:00:00.000,2022-11-23 13:33:00.000,,0,2022-11-24 21:32:00
30052,Промсвязьбанк ИЦ,,,130,2022-11-16,nsergeev1,Промсвязьбанк ИЦ,00:41:00,01:19:42,01:19:43,00:39:00,04:26:00,-01:15:16,07:56:00,00:20:00,00:21:00,00:01:00,ekuznets1,ekuznets1,omirilov,ebelokur,0,2022-11-07 00:00:00.000,2022-11-16 11:20:00.000,,0,2022-11-18 07:22:00
30055,Промсвязьбанк ИЦ,,,133,2022-11-24,keks1109,Промсвязьбанк ИЦ,00:31:00,02:05:20,02:05:20,00:27:00,19:41:00,-01:09:39,01:09:28,00:19:00,00:23:00,00:00:00,kzaryano,kzaryano,omirilov,omirilov,0,2022-11-17 01:00:00.000,2022-11-24 13:37:00.000,,0,2022-11-26 19:09:00
30057,Промсвязьбанк ИЦ,,,111,2022-11-22,Vera.Kolotygina,Промсвязьбанк ИЦ,00:47:00,02:09:55,02:09:56,00:31:00,01:20:01,-13:54:00,10:04:00,00:16:00,00:31:00,00:01:00,kzaryano,kzaryano,omirilov,ebelokur,0,2022-11-16 01:00:00.000,2022-11-22 15:45:00.000,,0,2022-11-25 01:46:00
30061,Промсвязьбанк ИЦ,,,140,2022-11-18,skonovod,Промсвязьбанк ИЦ,02:51:00,02:18:15,02:18:15,01:12:00,06:24:00,-02:11:51,01:00:29,00:36:00,00:42:00,00:00:00,kzaryano,kzaryano,omirilov,ebelokur,0,2022-11-16 01:00:00.000,2022-11-18 16:56:00.000,,0,2022-11-21 11:46:00
30062,Промсвязьбанк ИЦ,,,141,2022-11-15,NSolodkova1,Промсвязьбанк ИЦ,01:17:00,02:16:56,02:16:56,01:12:00,23:59:00,-01:16:57,10:05:00,00:22:00,00:23:00,00:00:00,ekuznets1,ekuznets1,omirilov,ebelokur,0,2022-11-07 00:00:00.000,2022-11-15 14:08:00.000,,0,2022-11-18 07:22:00
30064,Промсвязьбанк ИЦ,,,142,2022-11-22,vbelugin,Промсвязьбанк ИЦ,00:40:00,22:47:00,22:49:00,00:38:00,03:05:00,-19:42:00,14:30:00,00:26:00,00:27:00,00:02:00,kzaryano,kzaryano,omirilov,ebelokur,0,2022-11-16 01:00:00.000,2022-11-22 13:09:00.000,,0,2022-11-23 12:31:00
30065,Промсвязьбанк ИЦ,,,144,2022-11-29,okaryagi,Промсвязьбанк ИЦ,01:00:00,23:37:00,23:39:00,00:55:00,10:56:00,-12:41:00,12:41:00,00:09:00,00:09:00,00:02:00,kzaryano,kzaryano,omirilov,omirilov,0,2022-11-16 01:00:00.000,2022-11-29 13:11:00.000,,0,2022-11-30 13:09:00
30080,Анкета Pompa_октябрь,,,1024,2022-11-03,vkulamak,Pompa,00:18:00,05:16:10,05:16:10,00:16:00,01:07:09,-04:09:01,02:12:17,00:14:00,00:15:00,00:00:00,ekonstan,ekonstan,lisa_ster,abaraban,0,2022-11-02 00:00:00.000,2022-11-03 16:56:00.000,,0,2022-11-09 09:14:00
30083,Персональные данные,,,PROFILE,2022-11-02,vanna,_EXTENDED PROFILE,00:00:00,,,00:00:00,,,,,,,,,,,0,,2022-11-02 16:25:00.000,,0,2022-11-02 15:02:00
30085,Персональные данные,,,PROFILE,2022-11-23,nekitkak,_EXTENDED PROFILE,00:00:00,,,00:00:00,,,,,,,,,,,0,,2022-11-23 15:49:00.000,,0,2022-11-02 15:02:00
30086,Персональные данные,,,PROFILE,2022-11-04,Nikutkinaelena,_EXTENDED PROFILE,00:00:00,,,00:00:00,,,,,,,,,,,0,,2022-11-04 11:53:00.000,,0,2022-11-02 15:02:00
30088,Персональные данные,,,PROFILE,2022-11-03,ElenaShv,_EXTENDED PROFILE,00:00:00,29:23:25,-01:01:16,00:00:00,,,,00:00:00,00:00:00,-31:00:41,,,orepina,orepina,0,,2022-11-03 16:18:00.000,,0,2022-11-02 15:02:00
30089,Персональные данные,,,PROFILE,2022-11-30,marjana,_EXTENDED PROFILE,00:02:00,03:03:51,-28:01:50,00:00:00,,,,00:00:00,00:02:00,-31:05:41,,,orepina,orepina,0,,2022-11-30 16:52:00.000,,0,2022-11-02 15:02:00
30090,Персональные данные,,,PROFILE,2022-11-10,NaraRyan,_EXTENDED PROFILE,00:03:00,23:02:22,-07:23:04,00:00:00,,,,00:00:00,00:03:00,-31:01:26,,,orepina,orepina,0,,2022-11-10 14:06:00.000,,0,2022-11-02 15:02:00
30093,Персональные данные,,,PROFILE,2022-11-02,Egor1998.n,_EXTENDED PROFILE,,,,,,,,,,,,,,,0,,2022-11-02 12:04:57.430,,0,2022-11-02 21:01:00
30094,Персональные данные,,,PROFILE,2022-11-02,hruleva,_EXTENDED PROFILE,00:05:00,31:00:47,06:06:00,00:00:00,,,,00:00:00,00:05:00,-30:18:41,,,orepina,orepina,0,,2022-11-02 14:55:00.000,,0,2022-11-02 21:01:00
30095,Анкета Вимос,,,1001,2022-11-20,trincezna1971,ТД Вимос,01:21:00,05:06:00,05:06:01,00:48:00,02:18:10,-02:11:50,02:11:49,00:47:00,01:20:00,00:01:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-20 18:10:00.000,,0,2022-11-26 00:41:00
30096,Анкета Вимос,,,1002,2022-11-17,vmitina,ТД Вимос,07:05:00,03:09:57,03:09:59,01:01:00,21:55:00,-02:12:02,01:16:00,00:31:00,06:26:00,00:02:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-17 10:53:00.000,,0,2022-11-20 21:26:00
30097,Анкета Вимос,,,1003,2022-11-12,adobrani,ТД Вимос,00:43:00,02:06:01,02:06:03,00:37:00,01:03:10,-01:02:51,01:02:41,00:16:00,00:20:00,00:02:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-12 15:55:00.000,,0,2022-11-14 22:30:00
30099,Анкета Вимос,,,1005,2022-11-28,eshirko,ТД Вимос,00:29:00,15:43:00,15:44:00,00:23:00,06:18:00,-09:26:00,04:30:00,00:16:00,00:21:00,00:01:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-28 14:00:00.000,,0,2022-11-29 06:14:00
30100,Анкета Вимос,,,1006,2022-11-15,vmitina,ТД Вимос,02:34:00,01:07:56,01:07:57,00:56:00,05:22:00,-01:02:34,01:00:40,00:19:00,01:55:00,00:01:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-15 15:33:00.000,,0,2022-11-16 23:58:00
30101,Анкета Вимос,,,1007,2022-11-22,eshirko,ТД Вимос,01:10:00,04:07:15,04:07:15,00:18:00,02:05:41,-02:01:34,02:00:41,00:10:00,01:00:00,00:00:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-22 14:20:00.000,,0,2022-11-26 21:59:00
30102,Анкета Вимос,,,1008,2022-11-10,eshirko,ТД Вимос,01:59:00,02:09:29,02:09:30,00:55:00,06:37:00,-02:02:52,02:02:49,00:47:00,01:50:00,00:01:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-10 16:10:00.000,,0,2022-11-13 02:24:00
30103,Анкета Вимос,,,1009,2022-11-10,eshirko,ТД Вимос,02:11:00,02:07:48,02:07:49,01:07:00,13:19:00,-01:18:29,01:18:29,01:00:00,02:02:00,00:01:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-10 18:10:00.000,,0,2022-11-13 02:36:00
30104,Анкета Вимос,,,1010,2022-11-22,eshirko,ТД Вимос,01:21:00,04:06:17,04:06:19,00:21:00,02:04:38,-02:01:39,02:00:31,00:14:00,01:14:00,00:02:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-22 15:40:00.000,,0,2022-11-26 22:15:00
30105,Анкета Вимос,,,1011,2022-11-17,vmitina,ТД Вимос,02:03:00,03:07:44,03:07:45,00:57:00,22:39:00,-02:09:05,02:09:02,00:30:00,01:30:00,00:01:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-17 09:34:00.000,,0,2022-11-20 17:52:00
30106,Анкета Вимос,,,1012,2022-11-11,eshirko,ТД Вимос,02:55:00,01:07:54,01:07:56,01:30:00,16:10:00,-15:44:00,15:40:00,01:22:00,02:41:00,00:02:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-11 19:00:00.000,,0,2022-11-13 03:16:00
30107,Анкета Вимос,,,1013,2022-11-22,vmitina,ТД Вимос,01:49:00,03:14:39,03:14:41,01:13:00,22:06:00,-02:16:33,02:15:59,00:32:00,00:57:00,00:02:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-22 09:01:00.000,,0,2022-11-26 00:19:00
30108,Анкета Вимос,,,1014,2022-11-08,eshirko,ТД Вимос,00:44:00,01:06:30,01:06:31,00:38:00,14:52:00,-15:38:00,15:27:00,00:22:00,00:25:00,00:01:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-08 18:00:00.000,,0,2022-11-10 00:57:00
30110,Анкета Вимос,,,1016,2022-11-26,vmitina,ТД Вимос,00:48:00,01:13:43,01:13:44,00:44:00,07:47:00,-01:05:56,01:05:24,00:09:00,00:11:00,00:01:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-26 15:25:00.000,,0,2022-11-28 05:28:00
30111,Анкета Вимос,,,1017,2022-11-26,vmitina,ТД Вимос,01:51:00,01:12:29,01:12:31,01:12:00,07:08:00,-01:05:21,01:05:21,00:40:00,01:16:00,00:02:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-26 15:50:00.000,,0,2022-11-28 04:54:00
30112,Анкета Вимос,,,1018,2022-11-23,epavlova,ТД Вимос,00:31:00,03:08:25,03:08:25,00:25:00,00:29:00,-03:07:56,03:07:39,00:19:00,00:23:00,00:00:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-23 12:20:00.000,,0,2022-11-26 21:23:00
30113,Анкета Вимос,,,1019,2022-11-28,eshirko,ТД Вимос,00:34:00,17:00:00,17:02:00,00:30:00,06:53:00,-10:07:00,09:46:00,00:18:00,00:18:00,00:02:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-28 13:10:00.000,,0,2022-11-29 06:38:00
30114,Анкета Вимос,,,1020,2022-11-22,eshirko,ТД Вимос,01:51:00,04:04:19,04:04:19,00:27:00,02:02:17,-02:02:02,02:00:24,00:19:00,01:43:00,00:00:00,eshirko,eshirko,nkravche,nkravche,0,2022-11-02 00:00:00.000,2022-11-22 18:00:00.000,,0,2022-11-26 22:43:00
